Customer ID,Age,Gender,Subscription Status,Previous Purchases,Frequency of Purchases,Location
1703,54,Male,No,48,Weekly,Alabama
126,49,Male,Yes,45,Every 3 Months,California
2391,65,Male,No,24,Fortnightly,Arizona
4392,54,Female,No,46,Weekly,Houston
1959,39,Male,No,47,Quarterly,Nevada
1034,19,Male,Yes,41,Quarterly,Montana
1480,48,Male,No,2,Weekly,Washington
3829,42,Female,No,8,Weekly,Mississippi
4331,66,Female,Yes,,Weekly,Phoenix
3743,56,Female,No,50,Bi-Weekly,Maryland
362,65,Male,Yes,45,Annually,Nevada
3253,69,Female,No,48,Fortnightly,Montana
5064,20,Other,No,,Quarterly,Los Angeles
3022,65,Female,No,47,Quarterly,Pennsylvania
1383,68,Male,No,16,Quarterly,Michigan
789,50,Male,Yes,18,Quarterly,Rhode Island
679,27,Male,Yes,25,Every 3 Months,Maine
589,47,Male,Yes,9,Quarterly,South Dakota
412,59,Male,Yes,15,Annually,Michigan
1310,32,Male,No,41,Quarterly,Hawaii
642,47,Male,Yes,23,Every 3 Months,Alaska
2183,42,Male,No,26,Bi-Weekly,New Mexico
865,51,Male,Yes,5,Annually,Kentucky
2584,69,Male,No,9,Weekly,Oklahoma
2778,52,Female,No,28,Every 3 Months,Idaho
781,34,Male,Yes,38,Quarterly,New York
4639,63,Other,No,,Quarterly,New York
2044,47,Male,No,49,Weekly,New York
4201,18,Female,Yes,15,Quarterly,Phoenix
831,41,Male,Yes,5,Annually,Wyoming
3873,41,Female,No,3,Monthly,New Hampshire
2360,19,Male,No,44,Every 3 Months,Pennsylvania
1217,62,Male,No,3,Every 3 Months,Utah
4185,29,Female,Yes,20,Monthly,Houston
1627,32,Male,No,45,Bi-Weekly,Nevada
4971,37,Male,Yes,22,Monthly,Phoenix
4518,23,Other,Yes,,Quarterly,New York
2071,56,Male,No,14,Monthly,Nebraska
4883,44,Male,Yes,15,Monthly,Los Angeles
4447,36,Female,Yes,,Quarterly,Houston
4597,50,Female,Yes,,Quarterly,New York
210,55,Male,Yes,44,Every 3 Months,Minnesota
4191,62,Male,No,,Monthly,New York
4660,44,Other,No,,Monthly,Phoenix
3742,58,Female,No,26,Bi-Weekly,Arizona
4744,69,Other,No,24,Monthly,Los Angeles
3602,34,Female,No,3,Monthly,North Carolina
2092,26,Male,No,24,Quarterly,Washington
2256,48,Male,No,42,Quarterly,Michigan
5030,23,Other,Yes,5,Monthly,Houston
4244,44,Other,Yes,,Weekly,Chicago
4555,18,Other,No,44,Quarterly,Phoenix
4671,43,Other,Yes,,Monthly,Phoenix
1729,23,Male,No,1,Every 3 Months,Wyoming
2207,46,Male,No,25,Fortnightly,Illinois
1750,43,Male,No,36,Every 3 Months,Wyoming
4367,23,Other,No,,Quarterly,Phoenix
1609,26,Male,No,12,Bi-Weekly,Nebraska
3791,27,Female,No,31,Weekly,Alaska
1345,56,Male,,14,Annually,New York
3306,34,Female,No,31,Bi-Weekly,Nebraska
3747,53,Female,No,49,Monthly,Idaho
2757,42,Female,No,41,Monthly,Minnesota
434,49,Male,Yes,23,Fortnightly,Alabama
578,19,Male,Yes,41,Annually,Alabama
1433,34,Male,No,32,Quarterly,Florida
3737,42,Female,No,2,Every 3 Months,Idaho
2800,23,Female,No,9,Every 3 Months,Maine
4961,24,Other,No,45,Quarterly,Houston
1083,54,Male,No,30,Quarterly,South Carolina
263,37,Male,Yes,6,Annually,Hawaii
4388,62,Other,No,,Weekly,New York
1844,36,Male,No,32,Monthly,Kentucky
3187,38,Female,No,43,Annually,Virginia
2586,57,Male,,19,Weekly,Wisconsin
933,62,Male,Yes,45,Bi-Weekly,Indiana
4223,59,Male,No,,Quarterly,New York
360,31,Male,Yes,30,Every 3 Months,Georgia
2015,51,Male,No,47,Bi-Weekly,Wisconsin
4981,33,Male,Yes,35,Quarterly,New York
1251,52,Male,No,24,Monthly,New Hampshire
4875,37,Male,No,21,Weekly,Los Angeles
423,47,Male,Yes,32,Annually,Minnesota
1051,48,Male,Yes,19,Monthly,Florida
1366,28,Male,No,18,Fortnightly,Indiana
2310,70,Male,No,3,Quarterly,Connecticut
4811,22,Female,Yes,,Quarterly,Houston
4783,50,Female,Yes,,Weekly,Houston
1981,51,Male,No,25,Fortnightly,Iowa
2147,48,Male,No,45,Every 3 Months,Utah
787,70,Male,Yes,16,Every 3 Months,Indiana
564,61,Male,Yes,16,Quarterly,Idaho
3900,52,Female,No,33,Quarterly,California
312,69,Male,Yes,19,Monthly,Rhode Island
4980,29,Female,Yes,33,Weekly,New York
49,42,Male,Yes,38,Monthly,Nevada
788,53,Male,Yes,25,Weekly,Michigan
2035,61,Male,No,27,Monthly,Alabama
4389,52,Other,No,49,Weekly,New York
2696,50,Female,No,10,Bi-Weekly,Tennessee
1451,25,Male,No,25,Quarterly,Illinois
696,30,Male,Yes,15,Every 3 Months,Nevada
4633,48,Female,No,16,Monthly,New York
254,52,Male,Yes,15,Bi-Weekly,Oklahoma
2141,53,Male,No,36,Fortnightly,New Mexico
399,20,Male,Yes,25,Every 3 Months,Montana
5041,23,Other,Yes,,Quarterly,Chicago
2768,31,Female,No,31,Monthly,Iowa
1418,62,Male,No,21,Fortnightly,Montana
812,18,Male,Yes,36,Quarterly,Illinois
2506,27,Male,No,43,Quarterly,Illinois
2219,67,Male,No,20,Quarterly,Idaho
3221,38,Female,No,16,Monthly,North Dakota
1932,54,Male,No,6,Every 3 Months,Illinois
3690,47,Female,No,8,Quarterly,South Carolina
400,60,Male,Yes,10,Monthly,Idaho
1734,67,Male,No,22,Annually,New York
4073,47,Male,Yes,,Weekly,Los Angeles
4636,59,Other,Yes,,Weekly,Chicago
1412,48,Male,No,13,Quarterly,Louisiana
2903,27,Female,No,19,Bi-Weekly,North Carolina
354,63,Male,Yes,35,Monthly,Missouri
3896,40,Female,No,32,Weekly,Virginia
2902,41,Female,No,46,Quarterly,Alabama
3251,23,Female,No,15,Weekly,Minnesota
2297,46,Male,No,50,Every 3 Months,Washington
919,65,Male,Yes,11,Fortnightly,North Carolina
3797,40,Female,No,47,Quarterly,Utah
4018,36,Male,Yes,,Weekly,Los Angeles
1172,41,Male,No,15,Annually,Louisiana
2442,45,Male,No,5,Monthly,California
1405,36,Male,No,10,Weekly,New Mexico
1962,47,Male,No,45,Quarterly,Nevada
482,46,Male,Yes,10,Fortnightly,Wisconsin
4973,61,Female,No,42,Weekly,Phoenix
2744,61,Female,No,17,Quarterly,New Jersey
1128,50,Male,No,22,Monthly,Delaware
2664,46,Female,No,23,Annually,Wisconsin
1359,19,Male,No,25,Every 3 Months,Nebraska
917,49,Male,Yes,16,Monthly,Illinois
3238,61,Female,No,4,Weekly,Vermont
409,34,Male,Yes,36,Fortnightly,Alabama
4728,27,Other,No,,Monthly,Phoenix
3591,27,Female,No,19,Every 3 Months,South Dakota
3383,34,Female,No,2,Weekly,Nebraska
4122,44,Other,Yes,32,Monthly,Phoenix
3559,68,Female,No,9,Quarterly,Alaska
603,37,Male,Yes,10,Every 3 Months,Oregon
3090,50,Female,No,23,Bi-Weekly,North Carolina
1842,31,Male,No,7,Every 3 Months,Vermont
269,68,Male,Yes,21,Monthly,Georgia
4090,54,Female,Yes,,Monthly,Phoenix
885,67,Male,Yes,34,Weekly,Hawaii
4230,61,Other,No,5,Weekly,New York
1938,43,Male,No,11,Monthly,Delaware
2592,40,Male,No,40,Quarterly,New Mexico
1501,63,Male,No,22,Monthly,Alabama
4129,40,Other,No,,Quarterly,Chicago
1992,46,Male,No,1,Every 3 Months,Missouri
2375,69,Male,No,31,Monthly,Washington
3264,56,Female,No,31,Fortnightly,Vermont
293,60,Male,Yes,24,Quarterly,Utah
2036,53,Male,No,43,Weekly,Oklahoma
4509,59,Female,No,36,Quarterly,Phoenix
243,55,Male,Yes,40,Every 3 Months,New York
4195,53,Male,No,,Monthly,Houston
37,35,Male,Yes,44,Fortnightly,Illinois
619,61,Male,Yes,21,Bi-Weekly,Indiana
4837,41,Female,No,36,Monthly,Los Angeles
2892,47,Female,No,10,Monthly,Ohio
4394,21,Other,Yes,,Weekly,Phoenix
1657,21,Male,No,41,Every 3 Months,Indiana
4454,65,Female,Yes,17,Weekly,Phoenix
3880,26,Female,No,6,Quarterly,Florida
4762,39,Other,Yes,,Quarterly,Houston
791,22,Male,Yes,12,Quarterly,Louisiana
2964,52,Female,No,28,Weekly,Maine
1726,45,Male,No,32,Quarterly,Massachusetts
4959,27,Male,No,26,Weekly,New York
199,57,Male,Yes,39,Fortnightly,Utah
1342,26,Male,No,31,Quarterly,Rhode Island
4792,50,Female,Yes,33,Monthly,Phoenix
4545,39,Female,Yes,22,Monthly,Phoenix
110,58,Male,Yes,43,Fortnightly,Alabama
1476,44,Male,No,24,Monthly,Rhode Island
145,19,Male,Yes,25,Monthly,New Jersey
1393,31,Male,No,34,Every 3 Months,Arkansas
1249,62,Male,No,8,Annually,Wisconsin
2993,41,Female,No,25,Weekly,North Dakota
1207,22,Male,No,16,Every 3 Months,Mississippi
2160,18,Male,No,34,Annually,Louisiana
2184,30,Male,No,2,Monthly,Kansas
3769,50,Female,No,34,Quarterly,Vermont
580,58,Male,Yes,48,Annually,California
3846,58,Female,No,46,Annually,California
4682,56,Male,Yes,,Monthly,Phoenix
630,26,Male,Yes,11,Annually,Vermont
741,26,Male,Yes,22,Fortnightly,South Dakota
2338,39,Male,No,5,Annually,North Dakota
3497,39,Female,No,22,Monthly,Idaho
2569,52,Male,No,29,Fortnightly,Texas
1615,30,Male,No,22,Bi-Weekly,Kansas
2062,32,Male,No,22,Annually,Michigan
2174,23,Male,No,36,Quarterly,Delaware
760,51,Male,Yes,25,Fortnightly,Rhode Island
140,49,Male,Yes,30,Annually,Florida
2866,28,Female,No,27,Fortnightly,California
4559,69,Female,Yes,44,Quarterly,Chicago
4601,65,Other,Yes,,Quarterly,Phoenix
2810,66,Female,No,27,Quarterly,Arkansas
3140,35,Female,No,4,Weekly,Georgia
5063,31,Male,Yes,1,Monthly,Houston
3303,36,Female,No,31,Bi-Weekly,Alabama
755,36,Male,Yes,3,Quarterly,North Carolina
1447,63,Male,No,6,Quarterly,Wyoming
655,24,Male,Yes,23,Annually,California
2275,57,Male,No,38,Fortnightly,New York
3354,31,Female,No,19,Every 3 Months,Ohio
2540,33,Male,No,24,Bi-Weekly,Massachusetts
3550,44,Female,No,11,Fortnightly,Oregon
716,33,Male,Yes,37,Quarterly,Delaware
3724,26,Female,No,1,Monthly,Rhode Island
4220,54,Male,No,5,Quarterly,Phoenix
1649,36,Male,No,22,Monthly,Oklahoma
2464,60,Male,No,25,Bi-Weekly,Mississippi
1851,51,Male,No,50,Weekly,Wyoming
2609,42,Male,No,48,Fortnightly,Mississippi
2296,50,Male,No,45,Quarterly,Connecticut
2206,46,Male,No,27,Weekly,North Dakota
3091,29,Female,No,15,Quarterly,Texas
1039,41,Male,Yes,3,Weekly,Nebraska
4588,18,Male,Yes,,Weekly,Chicago
4167,67,Male,Yes,29,Quarterly,Chicago
620,19,Male,Yes,1,Every 3 Months,Nebraska
1426,59,Male,No,39,Annually,Wyoming
4096,66,Male,Yes,40,Weekly,Chicago
1706,39,Male,No,49,Bi-Weekly,South Dakota
670,43,Male,Yes,45,Bi-Weekly,Illinois
3326,29,Female,No,16,Monthly,Alaska
2133,25,Male,No,15,Weekly,Vermont
2989,69,Female,No,31,Monthly,Nevada
4006,28,Other,No,15,Monthly,Chicago
806,41,Male,Yes,40,Monthly,Connecticut
2105,53,Male,No,47,Weekly,New Mexico
4514,61,Female,No,,Monthly,Houston
4649,55,Female,No,,Monthly,New York
4934,52,Female,Yes,40,Quarterly,New York
4236,65,Male,No,49,Quarterly,Chicago
278,29,Male,Yes,36,Bi-Weekly,Georgia
1040,29,Male,Yes,39,Monthly,Michigan
1050,45,Male,Yes,24,Quarterly,Virginia
445,48,Male,Yes,31,Annually,California
4526,53,Male,No,6,Quarterly,New York
486,48,Male,Yes,36,Fortnightly,Tennessee
1347,44,Male,No,15,Bi-Weekly,Mississippi
794,24,Male,Yes,16,Monthly,Alabama
3811,46,Female,No,29,Monthly,Wisconsin
4066,42,Other,No,19,Monthly,Phoenix
2161,45,Male,No,21,Annually,West Virginia
4656,25,Male,No,0,Quarterly,Los Angeles
2519,20,Male,No,31,Annually,Maine
4541,60,Male,No,45,Weekly,Phoenix
603,37,Male,Yes,10,Every 3 Months,Oregon
3120,63,Female,No,21,Every 3 Months,Louisiana
3508,46,Female,No,33,Every 3 Months,Colorado
3717,57,Female,No,42,Every 3 Months,Vermont
3850,46,Female,No,36,Fortnightly,Florida
1552,64,Male,No,13,Monthly,Minnesota
1875,67,Male,No,14,Weekly,Indiana
114,44,Male,Yes,20,Quarterly,New Jersey
5060,52,Other,Yes,35,Quarterly,Chicago
452,66,Male,Yes,26,Fortnightly,Virginia
1840,32,Male,No,32,Annually,Mississippi
255,67,Male,Yes,4,Bi-Weekly,Indiana
4152,32,Male,No,21,Quarterly,Houston
732,43,Male,Yes,30,Fortnightly,Arkansas
1377,57,Male,No,24,Annually,New Jersey
2434,54,Male,No,16,Bi-Weekly,Oregon
4562,29,Male,No,1,Quarterly,Phoenix
4188,18,Other,No,2,Quarterly,Chicago
454,54,Male,Yes,22,Weekly,Nebraska
2694,55,Female,No,46,Quarterly,Hawaii
3439,26,Female,No,33,Monthly,Kentucky
4435,18,Male,Yes,11,Weekly,Los Angeles
2128,70,Male,No,40,Weekly,North Carolina
3072,23,Female,No,6,Monthly,New Hampshire
2647,33,Male,No,4,Every 3 Months,New Mexico
1834,34,Male,No,19,Fortnightly,Louisiana
4871,37,Male,Yes,,Quarterly,Phoenix
1516,39,Male,No,34,Weekly,Indiana
1510,20,Male,No,44,Annually,New Hampshire
1849,19,Male,No,34,Every 3 Months,Maine
1288,24,Male,No,20,Monthly,Utah
654,20,Male,Yes,45,Fortnightly,North Dakota
2939,28,Female,No,15,Monthly,Maine
2817,43,Female,No,45,Weekly,Maryland
2862,66,Female,No,27,Monthly,Maryland
3585,39,Female,No,48,Monthly,Florida
4364,35,Other,No,,Monthly,New York
3162,66,Female,No,43,Monthly,Massachusetts
2378,44,Male,No,22,Annually,South Dakota
927,54,Male,Yes,11,Bi-Weekly,Massachusetts
1145,41,Male,No,25,Fortnightly,South Carolina
461,64,Male,Yes,27,Weekly,South Carolina
2712,30,Female,No,50,Monthly,Nebraska
4909,59,Female,Yes,40,Monthly,New York
2844,51,Female,No,41,Weekly,Ohio
3516,19,Female,No,16,Bi-Weekly,South Dakota
2328,20,Male,No,22,Bi-Weekly,Alabama
3546,48,Female,No,22,Annually,Connecticut
1455,66,Male,No,17,Annually,Georgia
2758,39,Female,No,11,Monthly,Delaware
3560,18,Female,No,13,Every 3 Months,Utah
3858,42,Female,No,29,Every 3 Months,Texas
1187,63,Male,No,27,Annually,Indiana
1580,35,Male,No,6,Monthly,Oklahoma
2325,59,Male,No,19,Annually,Oregon
95,58,Male,Yes,28,Weekly,Nevada
1104,35,Male,No,8,Bi-Weekly,Tennessee
2065,31,Male,No,5,Monthly,Arkansas
1758,19,Male,No,48,Annually,Michigan
3874,42,Female,No,22,Weekly,Louisiana
523,65,Male,Yes,37,Quarterly,Minnesota
97,32,Male,Yes,43,Every 3 Months,Delaware
3440,43,Female,No,25,Quarterly,Idaho
1277,51,Male,No,37,Weekly,Wyoming
1239,55,Male,No,3,Fortnightly,Wyoming
4747,44,Male,No,,Monthly,New York
5050,44,Male,Yes,28,Weekly,Los Angeles
3735,38,Female,No,33,Every 3 Months,California
1293,26,Male,No,42,Annually,Kentucky
3200,59,Female,No,16,Monthly,Maine
1159,69,Male,No,41,Annually,Nevada
3700,51,Female,No,24,Weekly,Oklahoma
274,69,Male,Yes,32,Quarterly,North Dakota
3794,62,Female,No,46,Annually,Delaware
2595,59,Male,No,25,Every 3 Months,Montana
542,52,Male,Yes,45,Bi-Weekly,Connecticut
4953,30,Male,No,,Monthly,Phoenix
2737,44,Female,No,45,Annually,Montana
4993,54,Male,Yes,,Weekly,Los Angeles
4696,60,Female,No,,Monthly,New York
158,36,Male,Yes,1,Fortnightly,Vermont
2945,50,Female,No,4,Every 3 Months,New York
3443,28,Female,No,12,Weekly,Michigan
2005,44,Male,No,13,Bi-Weekly,Georgia
602,32,Male,Yes,5,Fortnightly,West Virginia
2729,26,Female,No,17,Weekly,Florida
1970,64,Male,No,11,Fortnightly,Louisiana
1290,35,Male,No,10,Weekly,New Hampshire
4315,32,Female,Yes,37,Quarterly,Chicago
4113,60,Male,No,,Monthly,Phoenix
2846,26,Female,No,39,Every 3 Months,South Dakota
2974,25,Female,No,3,Fortnightly,Indiana
5029,40,Male,Yes,3,Weekly,Chicago
3210,64,Female,No,39,,Arkansas
4694,38,Male,No,35,Weekly,Chicago
3723,23,Female,No,1,Fortnightly,Kentucky
213,67,Male,Yes,7,Annually,Virginia
1655,43,Male,No,14,Quarterly,Indiana
727,32,Male,Yes,20,Every 3 Months,North Dakota
3017,30,Female,No,31,Quarterly,Indiana
4238,55,Female,No,,Quarterly,Chicago
3437,57,Female,No,41,Monthly,Nebraska
879,23,Male,Yes,37,Weekly,Tennessee
733,34,Male,Yes,28,Bi-Weekly,New Hampshire
961,18,Male,,20,Quarterly,Louisiana
1835,49,Male,No,39,Fortnightly,Indiana
223,47,Male,Yes,14,Fortnightly,New York
1936,19,Male,No,45,Fortnightly,North Carolina
1604,23,Male,No,17,Bi-Weekly,Iowa
4966,48,Male,Yes,45,Quarterly,Phoenix
718,21,Male,Yes,7,Every 3 Months,Alaska
1273,35,Male,No,16,Monthly,Wisconsin
2960,38,Female,No,9,Quarterly,Texas
156,63,Male,Yes,21,Quarterly,Maine
214,30,Male,Yes,11,Every 3 Months,Nevada
2230,70,Male,No,50,Monthly,Minnesota
3785,54,Female,No,4,Annually,Virginia
329,48,Male,Yes,9,Weekly,Florida
2777,46,Female,No,6,Annually,Wyoming
672,38,Male,Yes,45,Weekly,Iowa
1910,50,Male,No,12,Monthly,Kentucky
1632,65,Male,No,7,Fortnightly,Indiana
4686,53,Other,Yes,,Monthly,Houston
1161,37,Male,No,9,Bi-Weekly,North Dakota
2633,24,Male,No,14,Annually,Alaska
3438,22,Female,No,50,Annually,Oklahoma
2432,34,Male,No,27,Every 3 Months,Alabama
2411,48,Male,No,46,Monthly,Wisconsin
2132,19,Male,No,9,Fortnightly,Montana
890,59,Male,Yes,50,Weekly,Arizona
1716,23,Male,No,30,Bi-Weekly,Idaho
421,32,Male,Yes,18,Bi-Weekly,North Carolina
4448,67,Female,Yes,16,Quarterly,Los Angeles
560,66,Male,Yes,22,Monthly,Arizona
2996,29,Female,No,42,Bi-Weekly,Virginia
4258,27,Other,Yes,21,Monthly,Houston
4977,56,Female,Yes,,Weekly,New York
3265,28,Female,No,39,Bi-Weekly,Maine
5061,49,Female,No,16,Weekly,Los Angeles
940,25,Male,Yes,24,Monthly,New York
4243,18,Male,No,,Quarterly,Los Angeles
1081,65,Male,No,22,Every 3 Months,Pennsylvania
1049,30,Male,Yes,19,Fortnightly,Maine
2607,68,Male,No,46,Bi-Weekly,Nevada
785,31,Male,Yes,41,Every 3 Months,Alabama
2588,55,Male,No,29,Every 3 Months,Connecticut
1061,27,Male,No,21,Every 3 Months,Iowa
2845,32,Female,No,42,Annually,New Mexico
1698,36,Male,No,48,Every 3 Months,South Carolina
364,55,Male,Yes,42,Fortnightly,Florida
314,42,Male,Yes,50,Every 3 Months,Vermont
177,53,Male,Yes,30,Quarterly,New Hampshire
1619,63,Male,No,39,Quarterly,Michigan
1789,66,Male,No,23,Bi-Weekly,Illinois
2475,23,Male,No,19,Quarterly,North Carolina
4162,54,Other,No,,Weekly,Phoenix
802,25,Male,Yes,12,Fortnightly,New Mexico
1998,42,Male,No,10,Bi-Weekly,Connecticut
3282,27,Female,No,41,Annually,Oregon
3481,21,Female,No,45,Monthly,New Hampshire
2209,28,Male,No,23,Monthly,Colorado
413,24,Male,Yes,3,Weekly,Maine
4824,46,Male,No,,Weekly,Houston
869,40,Male,Yes,2,Every 3 Months,North Carolina
4049,35,Female,No,1,Quarterly,Chicago
2950,25,Female,No,15,Annually,Iowa
3027,55,Female,No,6,Annually,Tennessee
2967,52,Female,No,38,Every 3 Months,Oklahoma
792,50,Male,Yes,35,Fortnightly,North Carolina
858,43,Male,Yes,50,Every 3 Months,Missouri
4002,63,Female,Yes,28,Quarterly,Los Angeles
3656,20,Female,No,4,Bi-Weekly,Wyoming
3132,34,Female,No,11,Every 3 Months,North Dakota
2666,70,Female,No,4,Weekly,Louisiana
2156,32,Male,No,46,Monthly,Hawaii
4654,22,Other,No,17,Quarterly,Houston
1086,25,Male,No,23,Fortnightly,Utah
1417,48,Male,No,46,Quarterly,Idaho
1313,66,Male,No,19,Monthly,Missouri
2732,52,Female,No,44,Quarterly,Wisconsin
1902,56,Male,No,50,Quarterly,Arizona
4459,64,Female,No,,Monthly,Los Angeles
2791,34,Female,No,24,Annually,Maine
1401,36,Male,No,22,Every 3 Months,Nevada
2523,20,Male,No,20,Weekly,Massachusetts
1236,23,Male,No,46,Every 3 Months,Idaho
2204,53,Male,No,32,Quarterly,Rhode Island
4815,48,Male,Yes,1,Monthly,Los Angeles
4222,53,Other,Yes,19,Weekly,Los Angeles
1813,50,Male,No,18,Bi-Weekly,Nevada
4528,18,Other,No,,Monthly,Los Angeles
4221,49,Other,Yes,,Monthly,Los Angeles
517,34,Male,Yes,19,Bi-Weekly,West Virginia
2308,28,Male,No,30,Annually,Missouri
3870,26,Female,No,28,Annually,Arizona
1468,30,Male,No,16,Fortnightly,Ohio
1046,54,Male,Yes,11,Bi-Weekly,New Mexico
1567,48,Male,No,21,Bi-Weekly,Wyoming
4865,59,Male,Yes,,Weekly,New York
981,56,Male,Yes,39,Every 3 Months,Maryland
4926,46,Male,Yes,,Weekly,Chicago
1070,38,Male,No,33,Every 3 Months,Maryland
1503,37,Male,No,20,Fortnightly,Massachusetts
883,50,Male,Yes,37,Every 3 Months,Virginia
4309,24,Female,No,,Monthly,Chicago
1271,67,Male,No,20,Annually,West Virginia
4402,48,Female,Yes,,Monthly,Houston
1691,40,Male,No,1,Annually,Nevada
415,29,Male,Yes,30,Weekly,Wyoming
1884,25,Male,No,39,Fortnightly,Georgia
4375,22,Female,No,,Weekly,Chicago
494,28,Male,Yes,19,Bi-Weekly,Nevada
341,40,Male,Yes,39,Every 3 Months,New Jersey
1548,46,Male,No,40,Quarterly,South Carolina
3327,47,Female,No,10,Annually,North Dakota
548,38,Male,Yes,26,Weekly,Nevada
698,61,Male,Yes,40,Quarterly,North Dakota
4919,25,Other,No,,Monthly,Los Angeles
1801,22,Male,No,30,Weekly,Mississippi
3108,65,Female,No,18,Bi-Weekly,Hawaii
1153,62,Male,No,8,Every 3 Months,Connecticut
1586,37,Male,No,40,Fortnightly,Alabama
2344,58,Male,No,44,Monthly,Maryland
1532,63,Male,No,8,Bi-Weekly,Mississippi
4564,38,Other,Yes,20,Quarterly,New York
390,27,Male,Yes,28,Monthly,Virginia
1075,48,Male,No,45,Fortnightly,Tennessee
3895,66,Female,No,44,Every 3 Months,Connecticut
1016,68,Male,Yes,34,Weekly,North Carolina
4248,38,Other,Yes,,Quarterly,New York
870,38,Male,Yes,33,Weekly,New Hampshire
4103,63,Female,Yes,,Quarterly,Chicago
1596,34,Male,No,45,Fortnightly,Wisconsin
1201,27,Male,No,7,Weekly,Connecticut
591,64,Male,Yes,30,Fortnightly,Alaska
3504,31,Female,No,39,Weekly,Nebraska
942,39,Male,Yes,38,Every 3 Months,Illinois
3008,23,Female,No,31,Weekly,New York
3788,37,Female,No,46,Every 3 Months,New York
232,28,Male,Yes,18,Every 3 Months,Tennessee
3390,38,Female,No,39,Annually,North Carolina
622,51,Male,Yes,45,Weekly,Kansas
2895,35,Female,No,41,Annually,Kentucky
4560,42,Female,Yes,,Weekly,Houston
717,30,Male,Yes,9,Bi-Weekly,Missouri
4357,21,Other,No,,Monthly,Los Angeles
893,31,Male,Yes,43,Monthly,New Mexico
90,47,Male,Yes,15,Quarterly,California
4924,55,Male,No,,Monthly,Los Angeles
3564,43,Female,No,8,Every 3 Months,Maine
3012,20,Female,No,18,Every 3 Months,Nevada
1916,51,Male,No,44,Weekly,Alabama
4089,32,Male,No,25,Weekly,Chicago
4868,61,Female,Yes,,Monthly,Chicago
666,41,Male,Yes,50,Annually,New Mexico
3594,63,Female,No,24,Monthly,Wyoming
2353,70,Male,No,25,Quarterly,Nebraska
3596,21,Female,No,14,Annually,South Dakota
3305,30,Female,No,36,Every 3 Months,Mississippi
3270,27,Female,No,25,Monthly,Ohio
4119,57,Male,No,46,Quarterly,Chicago
4033,66,Female,No,,Weekly,New York
1346,40,Male,No,42,Weekly,Nebraska
4444,23,Female,No,,Weekly,New York
5044,65,Female,Yes,42,Weekly,Los Angeles
155,41,Male,Yes,21,Quarterly,Oklahoma
4903,59,Male,Yes,26,Quarterly,Houston
4443,55,Female,No,,Quarterly,Los Angeles
3163,66,Female,No,28,Quarterly,Wisconsin
3521,41,Female,No,33,Monthly,Georgia
2818,25,Female,No,6,Weekly,South Carolina
2658,52,Female,No,7,Fortnightly,Texas
2524,43,Male,No,21,Annually,New Jersey
4412,41,Male,No,1,Quarterly,New York
4999,53,Other,Yes,50,Monthly,New York
1997,67,Male,No,18,Every 3 Months,South Dakota
628,42,Male,Yes,24,Monthly,Oregon
2761,41,Female,No,41,Bi-Weekly,Alaska
4780,41,Female,Yes,33,Monthly,Chicago
3479,36,Female,No,42,Quarterly,Arizona
3644,53,Female,No,47,Annually,Tennessee
2097,21,Male,No,27,Annually,North Carolina
3223,45,Female,No,22,Quarterly,Texas
2769,55,Female,No,28,Bi-Weekly,Kansas
610,51,Male,Yes,49,Fortnightly,Ohio
2407,54,Male,No,26,Weekly,California
1218,50,Male,No,12,Every 3 Months,Nebraska
2898,43,Female,No,2,Fortnightly,Montana
182,32,Male,Yes,4,Weekly,Massachusetts
740,64,Male,Yes,26,Bi-Weekly,Minnesota
3246,63,Female,No,20,Weekly,Kansas
4910,59,Other,No,,Monthly,Houston
205,24,Male,Yes,35,Bi-Weekly,Arizona
1209,20,Male,No,8,Annually,Wisconsin
3229,37,Female,No,27,Annually,Connecticut
3073,26,Female,No,46,Quarterly,New York
237,38,Male,Yes,39,Fortnightly,North Dakota
4085,67,Female,No,,Weekly,Chicago
2941,61,Female,No,13,Monthly,Massachusetts
2648,60,Male,No,25,Annually,South Carolina
3083,56,Female,No,20,Annually,Utah
234,19,Male,Yes,27,Every 3 Months,Arizona
2697,57,Female,No,12,Monthly,South Dakota
3130,60,Female,No,40,Every 3 Months,Maryland
1068,18,Male,No,22,Quarterly,Pennsylvania
1095,25,Male,No,25,Quarterly,Connecticut
284,32,Male,Yes,16,Annually,Montana
1413,25,Male,No,43,Annually,Michigan
172,29,Male,Yes,4,Weekly,Virginia
4115,69,Other,No,5,Weekly,Los Angeles
6,46,Male,Yes,14,Weekly,Wyoming
249,47,Male,Yes,33,Weekly,Pennsylvania
854,62,Male,Yes,35,Monthly,Delaware
3615,46,Female,No,19,Annually,Delaware
4268,62,Other,Yes,12,Quarterly,New York
3097,69,Female,No,20,Monthly,Kansas
2260,60,Male,No,24,Annually,Florida
1137,23,Male,No,37,Monthly,Illinois
1035,68,Male,Yes,44,Weekly,Maryland
