Item Purchased,Size,Color,Category,Season,Review Rating,Purchase Amount (USD),Discount Applied,Shipping Type,Payment Method,Customer ID
Phone,L,Green,Clothing,Autumn,2,1216.95,No,Standard,Cash,4981
Jeans,XL,Purple,Clothing,Winter,4.1,26,Yes,Free Shipping,Cash,1251
Watch,XL,Blue,Clothing,Spring,4,,No,Standard,Credit Card,4875
Pants,M,Purple,Clothing,Fall,3.1,59,Yes,Store Pickup,Debit Card,423
Sneakers,M,Beige,Footwear,Winter,3.8,64,Yes,Next Day Air,Venmo,1051
Handbag,M,Magenta,Accessories,Winter,4.5,69,Yes,Store Pickup,Bank Transfer,1366
Dress,S,Gold,Clothing,Fall,5,95,No,2-Day Shipping,Bank Transfer,2310
Laptop,M,White,Accessories,Autumn,,,Yes,Express,PayPal,4811
Shirt,S,White,Accessories,Autumn,2,,Yes,Express,PayPal,4783
Sandals,M,Green,Footwear,Winter,4.4,94,No,Store Pickup,PayPal,1981
Sunglasses,XL,White,Accessories,Summer,4.6,23,No,Standard,PayPal,2147
Hat,S,Teal,Accessories,Winter,4.8,21,Yes,Express,Bank Transfer,787
Shoes,M,Black,Footwear,Fall,4.4,99,Yes,Standard,Debit Card,564
Handbag,M,Beige,Accessories,Spring,3.1,81,No,Store Pickup,Venmo,3900
Jeans,L,Silver,Clothing,Winter,4.1,52,Yes,Store Pickup,Bank Transfer,312
Phone,M,Red,Accessories,Summer,4,,No,Standard,Credit Card,4980
Shirt,M,Orange,Clothing,Summer,2.7,55,Yes,Store Pickup,Cash,49
Handbag,S,Green,Accessories,Spring,3.7,85,Yes,Free Shipping,Venmo,788
Shorts,M,Peach,Clothing,Spring,2.9,30,No,Store Pickup,PayPal,2035
Shoes,,Green,Electronics,Winter,,,Yes,Standard,Credit Card,4389
Hat,M,Orange,Accessories,Fall,3.6,92,No,Standard,PayPal,2696
Dress,S,Teal,Clothing,Winter,3.4,44,Yes,Free Shipping,Cash,1451
Shorts,XL,Peach,Clothing,Summer,3.7,67,Yes,Next Day Air,Debit Card,696
Watch,S,Blue,Clothing,Summer,4,1020.16,No,Express,Debit Card,4633
Boots,L,Cyan,Footwear,Winter,4.9,73,Yes,2-Day Shipping,Bank Transfer,254
Handbag,M,Brown,Accessories,Fall,3.7,90,No,Standard,Cash,2141
Boots,S,Silver,Footwear,Winter,4.6,67,Yes,Free Shipping,Debit Card,399
Watch,XL,Black,Clothing,Autumn,5,,No,Standard,Credit Card,5041
Dress,M,Green,Clothing,Spring,4.5,95,No,Free Shipping,Cash,2768
Shorts,S,Brown,Clothing,Spring,4.6,25,Yes,Standard,Debit Card,1418
Sneakers,M,Green,Footwear,Winter,2.7,35,Yes,Free Shipping,Venmo,812
Handbag,M,Cyan,Accessories,Summer,3.5,75,No,Express,PayPal,2506
Sunglasses,M,Magenta,Accessories,Winter,3.5,67,No,Store Pickup,Debit Card,2219
Handbag,M,Blue,Accessories,Fall,4.1,29,No,Free Shipping,Cash,3221
Jewelry,S,Olive,Accessories,Spring,2.7,42,No,Store Pickup,Debit Card,1932
Jewelry,L,Red,Accessories,Fall,4.5,30,No,Standard,Bank Transfer,3690
Scarf,L,Blue,Accessories,Fall,3.5,35,Yes,2-Day Shipping,Debit Card,400
Blouse,L,Black,Clothing,Summer,3.4,85,No,Express,Credit Card,1734
Watch,L,Black,Clothing,Winter,4,,No,Express,Cash,4073
Phone,S,White,Accessories,Summer,,16.88,No,Standard,Debit Card,4636
Skirt,L,Green,Clothing,Summer,2.8,24,Yes,Store Pickup,Venmo,1412
Boots,S,Orange,Footwear,Spring,4.6,32,No,Standard,PayPal,2903
Sneakers,L,Yellow,Footwear,Fall,4.1,64,Yes,Store Pickup,Debit Card,354
Hoodie,L,Turquoise,Clothing,Summer,4.2,28,No,2-Day Shipping,Venmo,3896
Blouse,L,Olive,Clothing,Winter,2.6,43,No,Free Shipping,Credit Card,2902
Coat,M,Teal,Outerwear,Spring,2.9,90,No,2-Day Shipping,Venmo,3251
Gloves,M,Green,Accessories,Fall,2.5,88,No,Next Day Air,Venmo,2297
Shorts,M,Orange,Clothing,Spring,4.3,42,Yes,2-Day Shipping,Cash,919
Shorts,M,Lavender,Clothing,,3.2,81,No,Free Shipping,Bank Transfer,3797
Phone,L,Green,Clothing,Winter,5,,Yes,Express,Cash,4018
Socks,M,Lavender,Clothing,Spring,3.9,55,Yes,Next Day Air,Debit Card,1172
Jewelry,M,Black,Accessories,Fall,4.7,36,No,Free Shipping,Credit Card,2442
Jewelry,M,Charcoal,Accessories,Winter,3.5,28,Yes,Next Day Air,Debit Card,1405
Boots,L,Black,Footwear,Summer,2.6,59,No,Free Shipping,Debit Card,1962
Hat,L,Peach,Accessories,Fall,3.2,88,Yes,2-Day Shipping,PayPal,482
Bag,S,Black,Clothing,Summer,4,,No,Express,PayPal,4973
Belt,S,Beige,Accessories,Fall,4.1,94,No,2-Day Shipping,Venmo,2744
Shirt,XL,Maroon,Clothing,Spring,4.8,53,Yes,Store Pickup,Debit Card,1128
Sneakers,L,Silver,Footwear,Fall,2.9,52,No,Free Shipping,Bank Transfer,2664
Scarf,XL,Pink,Accessories,Spring,2.5,22,Yes,Store Pickup,Venmo,1359
Jeans,S,Blue,Clothing,Spring,2.7,34,Yes,Standard,Venmo,917
T-shirt,M,Gray,Clothing,Summer,2.8,57,No,Express,Cash,3238
Sneakers,L,White,Footwear,Spring,3.4,66,Yes,Express,Cash,409
Phone,,Black,Electronics,Autumn,4,,Yes,Express,PayPal,4728
Dress,M,Gray,Clothing,Fall,2.9,87,No,2-Day Shipping,Venmo,3591
Sweater,M,Maroon,Clothing,Spring,2.8,35,No,Express,Bank Transfer,3383
Laptop,S,Blue,Accessories,Winter,,307.64,No,Express,PayPal,4122
Backpack,L,Magenta,Accessories,Summer,4.8,94,No,Standard,Venmo,3559
Shoes,L,Lavender,Footwear,Summer,4.2,58,Yes,Next Day Air,Cash,603
Sandals,L,Blue,Footwear,Fall,4.6,21,No,Free Shipping,Cash,3090
Socks,L,Blue,Clothing,Winter,3,57,No,Standard,PayPal,1842
Shoes,M,Charcoal,Footwear,Spring,2.6,42,Yes,Store Pickup,Cash,269
Shoes,XL,Black,Clothing,Summer,,,Yes,Standard,Credit Card,4090
Skirt,L,Yellow,Clothing,Winter,4.1,91,Yes,Express,Bank Transfer,885
Bag,,Blue,Electronics,Spring,2,123.39,Yes,Express,Debit Card,4230
Socks,M,Olive,Clothing,Summer,4.5,53,No,2-Day Shipping,Bank Transfer,1938
Jacket,S,Olive,Outerwear,Spring,3.3,61,No,Express,Cash,2592
Jeans,L,Maroon,Clothing,Summer,4.8,69,Yes,Next Day Air,Debit Card,1501
Phone,,Black,Electronics,Winter,,70.06,No,Standard,Cash,4129
Sneakers,M,Brown,Footwear,Summer,3.7,29,No,Next Day Air,Venmo,1992
Gloves,L,Peach,Accessories,Winter,4.7,73,No,Standard,Debit Card,2375
Shorts,S,Black,Clothing,Fall,4.4,68,No,Express,Debit Card,3264
Shoes,M,Green,Footwear,Spring,4.7,99,Yes,Free Shipping,Cash,293
T-shirt,S,Yellow,Clothing,Summer,4.1,70,No,Express,Bank Transfer,2036
Headphones,S,Red,Accessories,Autumn,,949.9,No,Standard,Credit Card,4509
Coat,L,Gray,Outerwear,Summer,4.3,85,Yes,Store Pickup,Debit Card,243
Watch,,Green,Electronics,Spring,,877.02,Yes,Standard,Debit Card,4195
T-shirt,M,Maroon,Clothing,Winter,4.6,69,Yes,Free Shipping,PayPal,37
Jacket,L,Cyan,Outerwear,Spring,4,94,Yes,Express,Debit Card,619
Watch,,Blue,Electronics,Spring,,131.56,No,Express,Debit Card,4837
T-shirt,XL,Black,Clothing,Winter,2.5,73,No,Free Shipping,PayPal,2892
Laptop,,Blue,Electronics,Summer,,1425.9,No,Standard,Cash,4394
Blouse,L,Brown,Clothing,Spring,2.6,42,Yes,2-Day Shipping,PayPal,1657
Bag,XL,Blue,Clothing,Winter,,,Yes,Standard,Cash,4454
Skirt,L,Maroon,Clothing,Winter,4.1,63,No,Free Shipping,Debit Card,3880
,M,White,Clothing,Summer,,,No,Express,Debit Card,4762
Sweater,M,Indigo,Clothing,Summer,4.9,37,Yes,Store Pickup,Bank Transfer,791
Boots,M,Brown,Footwear,Spring,3.6,97,No,Free Shipping,Credit Card,2964
Sunglasses,M,Indigo,Accessories,Spring,3,33,No,Next Day Air,Venmo,1726
Watch,S,Blue,Clothing,Spring,5,180.8,Yes,Express,Credit Card,4959
Jewelry,M,Turquoise,Accessories,Winter,4.8,45,Yes,Standard,Credit Card,199
Hoodie,XL,Yellow,Clothing,Fall,,27,Yes,Standard,Bank Transfer,1342
Headphones,,Blue,Electronics,Winter,3,832.98,Yes,Standard,Credit Card,4792
Phone,M,Blue,Clothing,Winter,4,474.11,Yes,Express,Cash,4545
T-shirt,M,Violet,Clothing,Spring,2.6,85,Yes,Next Day Air,Bank Transfer,110
Blouse,M,Teal,Clothing,Spring,4,61,Yes,Express,Cash,1476
Shoes,M,Silver,Footwear,Fall,3.2,43,Yes,Express,Cash,145
Gloves,M,Yellow,Accessories,Spring,4.2,46,Yes,Express,Venmo,1393
Hat,XL,Red,Accessories,Winter,3,37,Yes,Free Shipping,Credit Card,1249
Socks,M,Charcoal,Clothing,Spring,3.9,64,No,Store Pickup,Venmo,2993
Handbag,S,Cyan,Accessories,Fall,3,59,Yes,Free Shipping,Venmo,1207
Shirt,M,Peach,Clothing,Fall,3,58,No,Free Shipping,Cash,2160
Shorts,M,Maroon,Clothing,Spring,4.7,37,No,Store Pickup,Cash,2184
Sweater,M,Yellow,Clothing,Winter,4,35,No,Free Shipping,Bank Transfer,3769
Sandals,M,Violet,Footwear,Winter,3.7,41,Yes,Free Shipping,Credit Card,580
Sweater,M,Green,Clothing,Winter,4.9,52,No,Standard,Venmo,3846
Headphones,M,Blue,Accessories,Autumn,,320.91,Yes,Standard,PayPal,4682
Shoes,L,Beige,Footwear,Spring,4.7,90,Yes,Standard,Debit Card,630
Jeans,M,Orange,Clothing,Summer,2.8,69,Yes,Next Day Air,Credit Card,741
Boots,S,Violet,Footwear,Fall,3.6,76,No,Store Pickup,Cash,2338
Shoes,M,Pink,Footwear,Summer,4,38,No,Free Shipping,PayPal,3497
T-shirt,XL,Green,Clothing,Winter,4.3,98,No,Express,PayPal,2569
T-shirt,S,Gray,Clothing,Summer,3.4,41,Yes,Free Shipping,Cash,1615
Sweater,S,Magenta,Clothing,Summer,2.6,70,No,Store Pickup,Debit Card,2062
Gloves,S,Cyan,Accessories,Summer,5,97,No,2-Day Shipping,Venmo,2174
Dress,XL,Green,Clothing,Winter,2.6,49,Yes,Next Day Air,Credit Card,760
Coat,M,White,Outerwear,Fall,3.8,95,Yes,Store Pickup,Venmo,140
Skirt,M,Silver,Clothing,Fall,3.7,97,No,Free Shipping,Cash,2866
Shoes,M,Red,Accessories,Summer,,1004.05,Yes,Express,Credit Card,4559
Phone,,Blue,Electronics,Summer,5,405.11,No,Standard,PayPal,4601
Shorts,XL,Teal,Clothing,Summer,3,98,No,Standard,Debit Card,2810
Sunglasses,M,Olive,Accessories,Winter,4.4,85,No,Next Day Air,Venmo,3140
Bag,,Blue,Electronics,Winter,,,Yes,Standard,Debit Card,5063
Blouse,XL,Beige,Clothing,Winter,4.2,82,No,Standard,Venmo,3303
Gloves,L,Pink,Accessories,Spring,2.9,41,Yes,Store Pickup,Debit Card,755
Jeans,XL,Red,Clothing,Summer,3.2,35,Yes,Express,Credit Card,1447
Handbag,L,Gray,Accessories,Summer,4.4,59,Yes,2-Day Shipping,Venmo,655
Dress,L,Turquoise,Clothing,Spring,4.5,27,No,Next Day Air,PayPal,2275
Dress,L,Teal,Clothing,Fall,4.6,66,No,Free Shipping,Credit Card,3354
Sandals,M,Purple,Footwear,Fall,4.1,73,No,Next Day Air,Cash,2540
T-shirt,M,Cyan,Clothing,Summer,3.4,34,No,2-Day Shipping,Bank Transfer,3550
Jeans,L,Green,Clothing,Spring,2.6,63,Yes,Express,Debit Card,716
Sandals,M,Beige,Footwear,Spring,3.6,30,No,Free Shipping,Debit Card,3724
Headphones,S,Blue,Clothing,Autumn,,,No,Express,Debit Card,4220
Pants,M,Gray,Clothing,Summer,2.6,69,Yes,Express,Credit Card,1649
Blouse,XL,Indigo,Clothing,Summer,3.3,21,No,Standard,Cash,2464
Gloves,S,Black,Accessories,Winter,2.8,76,No,Store Pickup,Debit Card,1851
Jacket,L,Orange,Outerwear,Fall,4.2,68,No,2-Day Shipping,Credit Card,2609
Hat,L,Beige,Accessories,Spring,2.9,22,No,2-Day Shipping,PayPal,2296
Sweater,XL,Red,Clothing,Fall,2.7,68,No,Express,PayPal,2206
Shirt,M,Peach,Clothing,Summer,4.9,36,No,Store Pickup,Bank Transfer,3091
Pants,XL,Cyan,Clothing,Fall,3,74,Yes,Express,Bank Transfer,1039
Laptop,S,Black,Accessories,Spring,4,,Yes,Standard,Credit Card,4588
Headphones,L,Blue,Accessories,Autumn,,1300.15,Yes,Express,Cash,4167
Backpack,M,Charcoal,Accessories,Summer,4.6,34,Yes,Store Pickup,Debit Card,620
Coat,S,White,Outerwear,Winter,3.7,40,Yes,Next Day Air,Credit Card,1426
Shoes,,Black,Electronics,Autumn,,756.85,Yes,Standard,Cash,4096
Jewelry,L,Cyan,Accessories,Summer,3.4,29,No,2-Day Shipping,Venmo,1706
Jacket,M,Gray,Outerwear,Spring,3.3,89,Yes,Free Shipping,Venmo,670
,M,Maroon,Footwear,Fall,3.7,97,No,2-Day Shipping,Venmo,3326
Skirt,M,Magenta,Clothing,Fall,4.7,87,No,2-Day Shipping,Debit Card,2133
Socks,S,Pink,Clothing,Spring,5,55,No,2-Day Shipping,Debit Card,2989
Shirt,S,Green,Clothing,Spring,,1091.01,Yes,Standard,Cash,4006
Dress,L,White,Clothing,Summer,3.7,30,Yes,Next Day Air,Debit Card,806
Shoes,M,Gold,Footwear,Spring,2.8,88,No,Free Shipping,Venmo,2105
Bag,,Red,Electronics,Autumn,,1161.52,Yes,Express,Cash,4514
Headphones,,Blue,Electronics,Autumn,,751.82,Yes,Express,Credit Card,4649
0,XL,Black,Clothing,Winter,,,No,Express,Credit Card,4934
Shirt,L,White,Accessories,Summer,2,,Yes,Standard,Debit Card,4236
Shirt,M,Green,Clothing,Winter,3,29,Yes,Store Pickup,Bank Transfer,278
Belt,M,Magenta,,Fall,4.8,46,Yes,Standard,Venmo,1040
Sunglasses,S,Purple,Accessories,Fall,2.8,33,Yes,Store Pickup,Cash,1050
Dress,M,Red,Clothing,Summer,4.3,20,Yes,Store Pickup,Debit Card,445
Phone,L,Blue,Accessories,Spring,,852.39,No,Standard,Credit Card,4526
Shoes,S,Blue,Footwear,Spring,2.6,44,Yes,Next Day Air,Debit Card,486
Hoodie,L,White,Clothing,Winter,3,91,Yes,Free Shipping,Venmo,1347
Pants,L,Maroon,Clothing,Summer,3.8,35,Yes,Free Shipping,Credit Card,794
Skirt,L,Peach,Clothing,Fall,3.9,79,No,Free Shipping,Venmo,3811
Shoes,S,Red,Accessories,Summer,2,,Yes,Standard,Credit Card,4066
Blouse,L,Charcoal,Clothing,,3.3,92,No,Express,PayPal,2161
Watch,,White,Electronics,Winter,1,,Yes,Express,Cash,4656
Boots,XL,Blue,Footwear,Fall,4,51,No,Store Pickup,Venmo,2519
Shirt,,Red,Electronics,Summer,,,Yes,Express,Credit Card,4541
Shoes,L,Lavender,Footwear,Summer,4.2,58,Yes,Next Day Air,Cash,603
Sandals,XL,Silver,Footwear,Winter,4.7,79,No,2-Day Shipping,Credit Card,3120
Handbag,S,Purple,Accessories,Spring,4.2,65,No,Store Pickup,Credit Card,3508
Shirt,M,Charcoal,Clothing,Fall,3.4,53,No,Next Day Air,Debit Card,3717
Hoodie,S,Cyan,Clothing,Winter,2.6,68,No,Express,PayPal,3850
Handbag,M,Olive,Accessories,Summer,3.7,29,Yes,2-Day Shipping,Credit Card,1552
Pants,L,Purple,Clothing,Fall,3.6,33,No,Free Shipping,Cash,1875
Hat,L,Maroon,Accessories,Winter,3.1,54,Yes,Next Day Air,PayPal,114
Laptop,,Black,Electronics,Summer,5,63.86,No,Standard,Credit Card,5060
Jewelry,M,Pink,Accessories,Summer,4.3,31,Yes,Express,Credit Card,452
Shirt,XL,Purple,Clothing,Winter,3.7,78,No,Store Pickup,Cash,1840
Sunglasses,M,White,Accessories,Winter,3.5,42,Yes,Store Pickup,PayPal,255
Laptop,S,Green,Clothing,Autumn,1,,No,Express,Debit Card,4152
Coat,M,Red,Outerwear,Spring,3.5,28,Yes,Free Shipping,PayPal,732
Sandals,L,Pink,Footwear,Spring,5,65,Yes,Free Shipping,PayPal,1377
T-shirt,M,Blue,Clothing,Spring,3.4,73,No,Standard,Cash,2434
Shoes,,Red,Electronics,Winter,4,,Yes,Express,Debit Card,4562
Headphones,M,Black,Accessories,Winter,,,No,Express,PayPal,4188
Jewelry,XL,Peach,Accessories,Winter,2.8,56,Yes,Next Day Air,Credit Card,454
Boots,L,Lavender,Footwear,Summer,2.6,70,No,Standard,Cash,2694
Shirt,M,Violet,Clothing,Fall,3,71,No,Store Pickup,Credit Card,3439
Shirt,L,Red,Clothing,Winter,,1092.28,Yes,Standard,Cash,4435
Boots,M,Indigo,Footwear,Spring,4.5,45,No,2-Day Shipping,Debit Card,2128
Sweater,L,Turquoise,Clothing,Spring,3.4,41,No,Next Day Air,PayPal,3072
T-shirt,S,Lavender,Clothing,Summer,3.9,56,No,Next Day Air,Debit Card,2647
Jewelry,M,Yellow,Accessories,Spring,4.5,53,No,2-Day Shipping,PayPal,1834
Shoes,,Green,Electronics,Autumn,5,,Yes,Express,PayPal,4871
Jeans,S,Turquoise,Clothing,Fall,3.9,93,Yes,2-Day Shipping,Cash,1516
Dress,XL,White,Clothing,Summer,4.6,54,Yes,Free Shipping,Debit Card,1510
Jeans,XL,Yellow,Clothing,Winter,2.7,73,No,Express,Cash,1849
Jeans,XL,Blue,Clothing,Winter,3.4,28,Yes,Standard,PayPal,1288
Scarf,M,Olive,Accessories,Winter,3.6,68,Yes,2-Day Shipping,Cash,654
Sunglasses,M,Violet,Accessories,Fall,3,53,No,Standard,Cash,2939
Skirt,M,Black,Clothing,Spring,3.5,28,No,Free Shipping,Venmo,2817
Coat,M,Teal,Outerwear,Fall,3.4,54,No,Free Shipping,Credit Card,2862
Sneakers,L,Indigo,Footwear,Fall,4.8,52,No,Express,Debit Card,3585
Shirt,XL,White,Clothing,Summer,4,1319.13,No,Standard,Debit Card,4364
Dress,S,Charcoal,Clothing,Winter,4.2,77,No,2-Day Shipping,Cash,3162
Blouse,L,Magenta,Clothing,Fall,4,94,No,Next Day Air,Cash,2378
Jeans,XL,Green,Clothing,Spring,4.4,63,Yes,Express,Cash,927
Jeans,S,Indigo,Clothing,Fall,4.4,54,Yes,2-Day Shipping,Bank Transfer,1145
Shoes,L,Teal,Footwear,Summer,,65,Yes,Store Pickup,Bank Transfer,461
Sunglasses,L,Red,Accessories,Spring,4,22,No,Standard,Venmo,2712
Bag,,Red,Electronics,Spring,2,,Yes,Standard,Cash,4909
Sweater,M,White,Clothing,Summer,3.6,26,No,Store Pickup,Venmo,2844
Dress,XL,Charcoal,Clothing,Winter,4,80,No,Next Day Air,Debit Card,3516
Skirt,M,Red,Clothing,Winter,4.2,94,No,2-Day Shipping,Venmo,2328
Sandals,M,Yellow,Footwear,Spring,3.7,28,No,2-Day Shipping,Debit Card,3546
Sneakers,L,Maroon,Footwear,Winter,2.9,50,Yes,Free Shipping,Credit Card,1455
Hat,XL,Brown,Accessories,Fall,4.3,98,No,Next Day Air,Venmo,2758
Shorts,M,Beige,Clothing,Fall,3,25,No,Next Day Air,Venmo,3560
Hat,S,Yellow,Accessories,Summer,3.1,21,No,Store Pickup,Credit Card,3858
Jeans,M,Beige,Clothing,Summer,4.1,68,Yes,2-Day Shipping,Credit Card,1187
Jacket,M,Violet,Outerwear,Summer,3.1,80,Yes,Free Shipping,Bank Transfer,1580
Coat,L,Brown,Outerwear,Winter,3.5,28,No,Free Shipping,Debit Card,2325
Skirt,S,Silver,Clothing,Spring,4.6,76,Yes,Free Shipping,Credit Card,95
Hoodie,S,Charcoal,Clothing,Spring,4.3,23,Yes,Free Shipping,Debit Card,1104
Shoes,M,Green,Footwear,Summer,4,99,No,2-Day Shipping,Bank Transfer,2065
Dress,L,Yellow,Clothing,Fall,3.6,94,No,Standard,Debit Card,1758
Sandals,L,Silver,Footwear,Summer,4,43,No,Standard,Credit Card,3874
Gloves,M,Blue,Accessories,Spring,2.5,88,Yes,Store Pickup,Cash,523
Gloves,S,Gold,Accessories,Spring,,73,Yes,Express,Venmo,97
Gloves,M,Gray,Accessories,Summer,4.5,93,No,Express,Venmo,3440
Boots,L,Turquoise,Footwear,Spring,4.8,68,Yes,Next Day Air,Bank Transfer,1277
Pants,M,Violet,Clothing,Winter,3.7,77,Yes,Express,Venmo,1239
Phone,S,Green,Accessories,Winter,1,,No,Express,Cash,4747
Phone,,Blue,Electronics,Summer,,1337.8,No,Standard,Credit Card,5050
Hoodie,M,Beige,Clothing,Spring,3.4,88,No,Next Day Air,Debit Card,3735
Belt,M,Maroon,Accessories,Summer,,61,Yes,Free Shipping,Bank Transfer,1293
Handbag,XL,Pink,Accessories,Winter,4.2,40,No,Express,PayPal,3200
Belt,L,Orange,Accessories,Summer,4,89,Yes,2-Day Shipping,Bank Transfer,1159
Backpack,M,Olive,Accessories,Fall,2.6,55,No,Store Pickup,Bank Transfer,3700
Coat,S,Silver,Outerwear,Spring,4.2,33,Yes,Express,Debit Card,274
Sunglasses,M,Pink,Accessories,Fall,4,20,No,Standard,Bank Transfer,3794
Skirt,L,Indigo,Clothing,Fall,3.6,81,No,Free Shipping,Cash,2595
Jacket,L,Gray,Outerwear,Fall,2.8,27,Yes,Next Day Air,Cash,542
Bag,XL,White,Clothing,Spring,3,207.05,No,Standard,Credit Card,4953
Hoodie,M,Pink,Clothing,Spring,4.8,25,No,Store Pickup,Credit Card,2737
Phone,XL,Green,Clothing,Autumn,5,,Yes,Express,Debit Card,4993
Shirt,M,Blue,Accessories,Summer,1,,No,Express,PayPal,4696
Hat,S,Yellow,Accessories,Fall,3,68,Yes,Next Day Air,Bank Transfer,158
Sneakers,XL,Cyan,Footwear,Summer,3.9,95,No,Free Shipping,Venmo,2945
Skirt,M,Violet,Clothing,Spring,4.3,78,No,Next Day Air,PayPal,3443
Shoes,L,Blue,Footwear,Fall,3.2,70,No,2-Day Shipping,Cash,2005
Backpack,M,Maroon,Accessories,Summer,4.7,38,Yes,Store Pickup,Cash,602
Skirt,M,Pink,Clothing,Winter,4,28,No,Express,Debit Card,2729
Dress,S,Cyan,Clothing,Winter,3.5,32,No,Next Day Air,Bank Transfer,1970
Jacket,M,Red,Outerwear,Fall,2.9,24,Yes,Next Day Air,PayPal,1290
Shoes,L,Red,Accessories,Summer,,1310.13,Yes,Express,Credit Card,4315
Shoes,S,Blue,Clothing,Autumn,5,1448.13,No,Standard,Cash,4113
Backpack,L,Lavender,Accessories,Summer,4.1,77,No,Express,Debit Card,2846
Boots,M,Blue,Footwear,Summer,2.7,65,No,Store Pickup,Bank Transfer,2974
Shoes,,Black,Electronics,Spring,4,1170.72,No,Express,Credit Card,5029
Shoes,L,Peach,Footwear,Fall,4.3,31,No,Standard,Debit Card,3210
Shoes,,Blue,Electronics,Spring,,,Yes,Standard,Debit Card,4694
Jacket,XL,Yellow,Outerwear,Fall,4,34,No,Standard,Credit Card,3723
Handbag,L,Blue,Accessories,Fall,4.2,84,Yes,Express,Debit Card,213
Belt,L,Gray,Accessories,Spring,2.6,25,Yes,Store Pickup,Credit Card,1655
Shorts,L,Yellow,Clothing,Summer,3.6,78,Yes,Next Day Air,Bank Transfer,727
Blouse,L,Lavender,Clothing,Summer,4.9,26,No,Store Pickup,Bank Transfer,3017
Watch,,Green,Electronics,Autumn,,,Yes,Express,PayPal,4238
Belt,L,Peach,Accessories,Winter,2.8,83,No,2-Day Shipping,Bank Transfer,3437
Sunglasses,S,Black,Accessories,Summer,4.9,89,Yes,Express,Debit Card,879
Shirt,L,Blue,Clothing,Spring,2.8,57,Yes,Express,Cash,733
Jewelry,XL,Indigo,Accessories,Spring,4.4,48,Yes,Standard,Venmo,961
Skirt,M,Charcoal,Clothing,Summer,4.1,35,No,2-Day Shipping,Venmo,1835
Gloves,XL,Gray,Accessories,Spring,4.5,94,Yes,2-Day Shipping,PayPal,223
Blouse,XL,Violet,Clothing,Spring,4.8,68,No,Free Shipping,Cash,1936
Shorts,L,Black,Clothing,Summer,4.3,98,Yes,Next Day Air,Debit Card,1604
Watch,M,Blue,Accessories,Winter,3,287.01,Yes,Express,Credit Card,4966
Socks,L,Green,Clothing,Spring,4.2,90,Yes,Express,Venmo,718
Sandals,M,Orange,Footwear,Winter,4.4,80,Yes,Express,Bank Transfer,1273
Handbag,L,Maroon,Accessories,,4.7,28,No,Free Shipping,PayPal,2960
Socks,S,Olive,Clothing,Spring,4.3,77,Yes,Free Shipping,Bank Transfer,156
Handbag,L,Peach,Accessories,Fall,4.4,93,Yes,Store Pickup,Debit Card,214
Pants,M,Silver,Clothing,Fall,3.9,97,No,Express,Venmo,2230
Socks,M,Violet,Clothing,Winter,4.5,53,No,Next Day Air,Venmo,3785
Coat,M,Yellow,Outerwear,Fall,2.8,50,Yes,Free Shipping,Credit Card,329
Scarf,L,Green,Accessories,Fall,2.9,62,No,Free Shipping,Bank Transfer,2777
Jacket,L,Black,Outerwear,Winter,4.7,30,Yes,Express,Cash,672
Sweater,S,Black,Clothing,Spring,4.3,84,No,Store Pickup,Credit Card,1910
Sweater,L,Violet,Clothing,Summer,3.9,36,Yes,2-Day Shipping,Bank Transfer,1632
Phone,M,White,Clothing,Winter,3,379.38,Yes,Standard,Debit Card,4686
Scarf,S,Blue,Accessories,Summer,3.2,42,Yes,Next Day Air,Venmo,1161
Scarf,M,Black,Accessories,Fall,5,27,No,Next Day Air,Cash,2633
Jacket,S,Green,Outerwear,Winter,3.5,62,No,2-Day Shipping,PayPal,3438
Hoodie,S,Olive,Clothing,Fall,3.4,73,No,Express,Bank Transfer,2432
Shoes,M,Maroon,Footwear,Summer,3.7,43,No,Free Shipping,PayPal,2411
Shorts,M,Red,Clothing,Fall,3.6,52,No,Express,Bank Transfer,2132
Belt,S,Olive,Accessories,Fall,2.8,84,Yes,Free Shipping,Venmo,890
,XL,Gray,Clothing,Spring,3.4,69,No,2-Day Shipping,PayPal,1716
Socks,S,Peach,Clothing,Spring,3.8,54,Yes,Free Shipping,Debit Card,421
Headphones,M,Red,Accessories,Autumn,4,800.47,No,Express,Debit Card,4448
Scarf,M,Indigo,Accessories,Fall,2.9,41,Yes,Store Pickup,Bank Transfer,560
Jeans,M,Orange,Clothing,Summer,2.5,96,No,Standard,Debit Card,2996
Headphones,M,Blue,Accessories,Summer,3,321.96,No,Standard,Debit Card,4258
Phone,XL,Red,Clothing,Winter,4,1499.76,Yes,Standard,Debit Card,4977
Pants,S,Charcoal,Clothing,Winter,4,50,No,Express,Cash,3265
Phone,L,Blue,Accessories,Spring,,1138.19,Yes,Standard,Debit Card,5061
T-shirt,L,Indigo,Clothing,Winter,4.8,89,Yes,Next Day Air,Credit Card,940
Bag,XL,Red,Clothing,Winter,,,No,Express,Cash,4243
Scarf,L,Blue,Accessories,Fall,3.8,59,Yes,Express,Cash,1081
Socks,L,Yellow,Clothing,Fall,2.7,77,Yes,Standard,Venmo,1049
Shoes,L,Turquoise,Footwear,Spring,4.7,98,No,Standard,Bank Transfer,2607
Jeans,M,Peach,,Winter,3.2,72,Yes,Store Pickup,Bank Transfer,785
Scarf,M,Purple,Accessories,Winter,3.7,29,No,Express,PayPal,2588
